bar_index,equity
0,30.0
1,30.0
2,30.0
3,30.0
4,30.0
5,30.0
6,30.0
7,30.0
8,30.0
9,30.0
10,30.0
11,30.0
12,30.0
13,30.0
14,30.0
15,30.0
16,30.0
17,30.0
18,30.0
19,30.0
20,30.0
21,30.0
22,30.0
23,30.0
24,30.0
25,30.0
26,30.0
27,30.0
28,30.0
29,30.0
30,30.0
31,30.0
32,30.0
33,30.0
34,30.0
35,30.0
36,30.0
37,30.0
38,30.0
39,30.0
40,30.0
41,30.0
42,30.0
43,30.0
44,30.0
45,30.0
46,30.0
47,30.0
48,30.0
49,30.0
50,30.0
51,30.0
52,30.0
53,30.0
54,30.0
55,30.0
56,30.0
57,30.0
58,30.0
59,30.0
60,30.0
61,30.0
62,30.0
63,30.0
64,30.0
65,30.0
66,30.0
67,30.0
68,30.0
69,30.0
70,30.0
71,30.0
72,30.0
73,30.0
74,30.0
75,30.0
76,30.0
77,30.0
78,30.0
79,30.0
80,30.0
81,30.0
82,30.0
83,30.0
84,30.0
85,30.0
86,30.0
87,30.0
88,30.0
89,30.0
90,30.0
91,30.0
92,30.0
93,30.0
94,30.0
95,30.0
96,30.0
97,30.0
98,30.0
99,30.0
100,30.0
101,30.0
102,30.0
103,30.0
104,30.0
105,30.0
106,30.0
107,30.0
108,30.0
109,30.0
110,30.0
111,30.0
112,30.0
113,30.0
114,30.0
115,30.0
116,30.0
117,30.0
118,30.0
119,30.0
120,30.0
121,30.0
122,30.0
123,30.0
124,30.0
125,30.0
126,30.0
127,30.0
128,30.0
129,30.0
130,30.0
131,30.0
132,30.0
133,30.0
134,30.0
135,30.0
136,30.0
137,30.0
138,30.0
139,30.0
140,30.0
141,30.0
142,30.0
143,30.0
144,30.0
145,30.0
146,30.0
147,30.0
148,30.0
149,30.0
150,30.0
151,30.0
152,30.0
153,30.0
154,30.0
155,30.0
156,30.0
157,30.0
158,30.0
159,30.0
160,30.0
161,30.0
162,30.0
163,30.0
164,30.0
165,30.0
166,30.0
167,30.0
168,30.0
169,30.0
170,30.0
171,30.0
172,30.0
173,30.0
174,30.0
175,30.0
176,30.0
177,30.0
178,30.0
179,30.0
180,30.0
181,30.0
182,30.0
183,30.0
184,30.0
185,30.0
186,30.0
187,30.0
188,30.0
189,30.0
190,30.0
191,30.0
192,30.0
193,30.0
194,30.0
195,30.0
196,30.0
197,30.0
198,30.0
199,30.0
200,30.0
201,30.0
202,30.0
203,30.0
204,30.0
205,30.0
206,30.0
207,30.0
208,30.0
209,30.0
210,30.0
211,30.0
212,30.0
213,30.0
214,30.0
215,30.0
216,30.0
217,30.0
218,30.0
219,30.0
220,30.0
221,30.0
222,30.0
223,30.0
224,30.0
225,30.0
226,30.0
227,30.0
228,30.0
229,30.0
230,30.0
231,30.0
232,30.0
233,30.0
234,30.0
235,30.0
236,30.0
237,30.0
238,30.0
239,30.0
240,30.0
241,30.0
242,30.0
243,30.0
244,30.0
245,30.0
246,30.0
247,30.0
248,30.0
249,30.0
250,30.0
251,30.0
252,30.0
253,30.0
254,30.0
255,30.0
256,30.0
257,30.0
258,30.0
259,30.0
260,30.0
261,30.0
262,30.0
263,30.0
264,30.0
265,30.0
266,30.0
267,30.0
268,30.0
269,30.0
270,30.0
271,30.0
272,30.0
273,30.0
274,30.0
275,30.0
276,30.0
277,30.0
278,30.0
279,30.0
280,30.0
281,30.0
282,30.0
283,30.0
284,30.0
285,30.0
286,30.0
287,30.0
288,30.0
289,30.0
290,30.0
291,30.0
292,30.0
293,30.0
294,30.0
295,30.0
296,30.0
297,30.0
298,30.0
299,30.0
300,30.0
301,30.0
302,30.0
303,30.0
304,30.0
305,30.0
306,30.0
307,30.0
308,30.0
309,30.0
310,30.0
311,30.0
312,30.0
313,30.0
314,30.0
315,30.0
316,30.0
317,30.0
318,30.0
319,30.0
320,30.0
321,30.0
322,30.0
323,30.0
324,30.0
325,30.0
326,30.0
327,30.0
328,30.0
329,30.0
330,30.0
331,30.0
332,30.0
333,30.0
334,30.0
335,30.0
336,30.0
337,30.0
338,30.0
339,30.0
340,30.0
341,30.0
342,30.0
343,30.0
344,30.0
345,30.0
346,30.0
347,30.0
348,30.0
349,30.0
350,30.0
351,30.0
352,30.0
353,30.0
354,30.165579256292144
355,30.167883712794
356,30.3658788530558
357,30.360799642806807
358,30.501230400246644
359,30.498972973469314
360,30.36813627983313
361,30.42048036323251
362,30.471225435997944
363,30.44089126367755
364,30.443242749903938
365,30.533304672374566
366,30.51444575283894
367,30.596935889660603
368,30.578641326819312
369,30.58221558588342
370,30.524086846367126
371,30.593361630596494
372,30.55907696141577
373,30.513881396144612
374,30.399081838572386
375,30.358636275478528
376,30.390052131463058
377,30.373450638704767
378,30.38459668341784
379,30.358636275478528
380,30.422784819734368
381,30.447945722356714
382,30.435576904805917
383,30.418411055353292
384,30.436094231775723
385,30.425700662655093
386,30.494881387435402
387,30.542569528106533
388,30.598723019192658
389,30.663153741795668
390,30.645470565373234
391,30.62204976255842
392,30.558136366925215
393,30.550752700174357
394,30.59533687902666
395,30.511059612672945
396,30.520653676476602
397,30.497044754763674
398,30.501794756940978
399,30.4292749217192
400,30.514869020359694
401,30.507344264435254
402,30.58781212310222
403,30.69123048733873
404,30.701059699765025
405,30.682435928852037
406,30.696779994833
407,30.66766859535033
408,30.606059656218985
409,30.597641335528518
410,30.66080225556928
411,30.72913644530809
412,30.74639635420977
413,30.711171090538492
414,30.66475275242961
415,30.68361167196523
416,30.654029975237282
417,30.626000259418745
418,30.646928486833595
419,30.64467106005626
420,30.649044824437343
421,30.588940836490888
422,30.602814605226573
423,30.547131411385724
424,30.4421610662398
425,30.53236407788401
426,30.51247050440878
427,30.52549773810296
428,30.50649772939375
429,30.490601682503375
430,30.50428733234095
431,30.473576922224332
432,30.442913541832244
433,30.416812044719347
434,30.395836787579974
435,30.448698197949156
436,30.487309601786432
437,30.4769160326658
438,30.459844242662232
439,30.51138882074464
440,30.501935846114563
441,30.521359122344517
442,30.491495247269405
443,30.52634427314446
444,30.623131446222555
445,30.528695759370848
446,30.44305463100583
447,30.482277421261966
448,30.576760137838203
449,30.651913637633534
450,30.613208174347204
451,30.60352005109449
452,30.626188378316858
453,30.66578740636922
454,30.616641344237728
455,30.58701261778525
456,30.569705679159043
457,30.434354131968192
458,30.354168451648395
459,30.232079286774372
460,30.28668079695108
461,30.23631196198187
462,30.23170304897815
463,30.27685158452478
464,30.343868941976815
465,30.30676248932443
466,30.40171550314594
467,30.338507553380655
468,30.350453103410704
469,30.345373893161703
470,30.365173407187882
471,30.318519920456367
472,30.336203096878794
473,30.399975403338416
474,30.356049640629504
475,30.309537243071563
476,30.308126351335734
477,30.296839217449072
478,30.27896792212853
479,30.297873871388685
480,30.284094162102054
481,30.31692090982242
482,30.352428351840864
483,30.267257520721124
484,30.277462970943645
485,30.29622783103021
486,30.33878973172782
487,30.327032300595885
488,30.343257555557955
489,30.364091723523746
490,30.417188282515568
491,30.504099213442835
492,30.586024993570167
493,30.515997733748357
494,30.59110420381916
495,30.66432948490886
496,30.784772609424408
